Age,Age levels,BusinessTravel,Department,JobRole,Job Level,Satisfication,Consistency,Managers cosnsistency,Experience,Salary Range (K),EducationField,Gender,Distance to Home,OverTime,WLB,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,DailyRate,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HourlyRate,JobInvolvement,JobLevel,MonthlyRate
35,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,Yes,Balanced,"$4,930",0,14,2,146,3,6,5,4,1,4,79,2,1,13970
43,fourteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,6 to 10,6 to 10,Advanced,5 to 10,Medical,Male,Very Close,Yes,Balanced,"$7,847",1,17,3,1179,3,10,10,9,8,8,73,3,2,6069
24,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$4,401",1,16,1,581,3,5,5,3,0,4,62,4,1,17616
41,fourteenth,Travel Rarely,Sales,Sales Executive,Level 3,High,6 to 10,6 to 10,Advanced,5 to 10,Marketing,Male,Very Close,No,Balanced,"$9,241",1,12,3,918,3,10,10,8,8,7,35,3,3,15869
29,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,No,Balanced,"$2,974",9,17,2,1082,3,9,5,3,1,2,43,3,1,25412
36,thirteenth,Travel Rarely,Sales,Sales Representative,Level 2,Miduem,11 to 20,6 to 10,Advanced,1 to 5,Life Sciences,Female,Very Close,No,Not Balanced,"$4,502",3,15,2,530,3,17,13,7,6,7,51,3,2,7439
45,fourteenth,Non-Travel,Research & Dev.,Healthcare Representative,Level 3,Miduem,21 to 30,0 to 5,Expert,10 to 15,Life Sciences,Male,Very Close,No,Not Balanced,"$10,748",3,23,3,1238,4,25,23,15,14,4,74,2,3,3395
24,twenteth,Travel Rarely,HR,Human Resources,Level 1,High,0 to 5,0 to 5,Entry,1 to 5,Human Resources,Male,Far,No,Balanced,"$1,555",1,11,2,240,3,1,1,0,0,0,58,1,1,11585
47,fourteenth,Travel Frequently,Sales,Sales Executive,Level 4,Miduem,21 to 30,6 to 10,Expert,10 to 15,Life Sciences,Male,Very Close,No,Not Balanced,"$12,936",7,11,3,1093,3,25,23,5,14,10,82,1,4,24164
26,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Medical,Male,Close,No,Balanced,"$2,305",1,15,3,390,3,3,3,2,0,2,62,1,1,6217
45,fourteenth,Travel Rarely,Research & Dev.,Research Director,Level 4,High,21 to 30,6 to 10,Expert,15 to 20,Technical Degree,Female,Far,No,Balanced,"$16,704",1,11,2,1005,3,21,21,6,8,6,48,2,4,17119
32,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Advanced,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$3,433",6,13,3,585,3,10,5,2,1,3,56,3,1,17360
31,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$3,477",1,14,2,741,3,6,5,2,0,3,69,3,1,18103
41,fourteenth,Non-Travel,HR,Human Resources,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Human Resources,Male,Very Close,No,Balanced,"$6,430",6,19,4,552,3,10,3,2,1,2,60,1,2,20794
40,fourteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Female,Very Close,Yes,Balanced,"$6,516",2,16,3,369,3,18,1,0,0,0,92,3,2,5041
24,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,6 to 10,0 to 5,Experienced,1 to 5,Medical,Male,Far,No,Balanced,"$3,907",1,13,2,506,3,6,6,2,1,2,91,3,1,3622
46,fourteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Close,No,Balanced,"$5,562",6,14,3,717,3,19,10,7,0,9,34,3,2,9697
35,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,High,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Far,No,Balanced,"$6,883",2,16,3,1370,3,17,7,7,0,7,49,3,2,5151
30,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Close,No,Not Balanced,"$2,862",1,12,2,793,3,10,10,0,0,8,33,3,1,3811
47,fourteenth,Non-Travel,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Marketing,Male,Very Close,No,Not Balanced,"$4,978",7,11,3,543,3,4,1,0,0,0,87,3,2,3536
46,fourteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,6 to 10,0 to 5,Advanced,10 to 15,Life Sciences,Male,Very Close,Yes,Not Balanced,"$10,368",4,12,5,1277,3,13,10,6,0,3,74,3,3,5596
36,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Marketing,Male,Close,Yes,Balanced,"$6,134",5,13,3,1456,3,16,2,2,2,2,96,2,2,8658
32,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Low,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Balanced,"$6,735",6,15,2,964,3,10,0,0,0,0,34,1,2,12147
23,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Medical,Female,Very Close,No,Not Balanced,"$3,295",1,13,3,160,3,3,3,2,1,2,51,3,1,12862
31,thirteenth,Travel Frequently,Research & Dev.,Manufacturing Director,Level 2,High,0 to 5,0 to 5,Experienced,5 to 10,Technical Degree,Female,Far,No,Not Balanced,"$5,238",2,20,3,163,4,9,5,4,1,4,30,3,2,6670
39,thirteenth,Non-Travel,Research & Dev.,Laboratory Technician,Level 2,High,6 to 10,6 to 10,Experienced,5 to 10,Life Sciences,Male,Very Close,Yes,Balanced,"$6,472",1,15,2,792,3,9,9,8,5,8,77,3,2,8989
32,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,High,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Male,Close,No,Not Balanced,"$9,610",3,13,2,371,3,10,4,3,0,2,80,1,3,3840
40,fourteenth,Travel Rarely,Sales,Manager,Level 5,Miduem,21 to 30,6 to 10,Expert,15 to 20,Medical,Male,Very Close,No,Not Balanced,"$19,833",1,14,3,611,3,21,21,8,12,8,88,3,5,4349
45,fourteenth,Travel Rarely,HR,Human Resources,Level 3,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$9,756",4,21,2,176,4,9,5,0,0,3,56,1,3,6595
30,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,High,6 to 10,6 to 10,Advanced,1 to 5,Technical Degree,Female,Very Close,No,Balanced,"$4,968",0,16,2,1312,3,10,9,7,0,7,78,2,1,26427
24,twenteth,Travel Frequently,HR,Human Resources,Level 1,Low,0 to 5,0 to 5,Intermediate,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,145",0,14,2,897,3,3,2,2,2,1,59,3,1,2097
30,thirteenth,Travel Frequently,HR,Human Resources,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Human Resources,Female,Very Close,No,Not Balanced,"$2,180",6,11,0,600,3,6,4,2,1,2,66,2,1,9732
31,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Low,0 to 5,0 to 5,Experienced,5 to 10,Technical Degree,Male,Very Close,No,Balanced,"$8,346",1,19,3,1003,3,6,5,2,0,2,51,3,2,20943
27,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,No,Not Balanced,"$3,445",1,11,5,1054,3,6,6,2,1,4,67,3,1,6152
29,twenteth,Travel Rarely,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Marketing,Female,Very Close,No,Balanced,"$2,760",1,13,3,428,3,2,2,2,2,2,52,1,1,14630
29,twenteth,Travel Frequently,Research & Dev.,Healthcare Representative,Level 2,High,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Male,Very Close,Yes,Balanced,"$6,294",8,12,5,461,3,10,3,2,0,2,70,4,2,23060
30,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Marketing,Male,Close,No,Balanced,"$7,140",2,11,2,979,3,12,7,7,1,7,94,2,3,3088
34,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,Yes,Balanced,"$2,932",0,14,3,181,3,6,5,0,1,2,97,4,1,5586
33,thirteenth,Non-Travel,Sales,Sales Executive,Level 2,High,11 to 20,6 to 10,Advanced,5 to 10,Marketing,Female,Very Close,No,Not Balanced,"$5,147",8,15,2,1283,3,13,11,7,1,7,62,3,2,10697
49,fourteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Experienced,1 to 5,Marketing,Female,Close,No,Balanced,"$4,507",3,12,1,1313,3,8,5,1,0,4,80,3,2,8191
33,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,Low,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Female,Close,Yes,Not Balanced,"$8,564",2,20,2,211,4,11,0,0,0,0,74,3,3,10092
38,thirteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,Miduem,6 to 10,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,No,Not Balanced,"$2,468",4,14,4,594,3,9,6,1,0,5,75,2,1,15963
31,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,Low,0 to 5,0 to 5,Advanced,5 to 10,Marketing,Male,Close,No,Balanced,"$8,161",2,13,2,1079,3,10,1,0,0,0,70,3,3,19002
29,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Entry,1 to 5,Technical Degree,Female,Very Close,No,Balanced,"$2,109",1,13,2,590,3,1,1,0,0,0,91,2,1,10007
30,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Close,No,Balanced,"$5,294",3,16,3,305,3,10,7,0,1,7,58,4,2,9128
32,thirteenth,Non-Travel,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Technical Degree,Male,Very Close,No,Balanced,"$2,718",2,14,3,953,3,12,7,7,0,7,65,3,1,17674
38,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Medical,Male,Close,Yes,Balanced,"$5,811",3,16,2,833,3,15,1,0,1,0,60,1,2,24539
43,fourteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Technical Degree,Male,Close,Yes,Balanced,"$2,437",9,16,4,807,3,6,1,0,0,0,38,2,1,15587
42,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Close,No,Not Balanced,"$2,766",8,22,6,855,4,7,5,3,0,4,57,3,1,8952
55,fifteenth,Travel Rarely,Research & Dev.,Research Director,Level 5,Miduem,0 to 5,0 to 5,Expert,15 to 20,Medical,Male,Very Close,No,Balanced,"$19,038",8,12,2,478,3,34,1,0,0,0,60,2,5,19805
33,thirteenth,Non-Travel,Research & Dev.,Research Scientist,Level 2,High,6 to 10,6 to 10,Advanced,1 to 5,Technical Degree,Male,Very Close,No,Not Balanced,"$3,055",5,15,2,775,3,11,9,8,1,7,90,3,2,6194
41,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,289",1,20,2,548,4,5,5,3,0,4,94,3,1,20520
34,thirteenth,Non-Travel,Sales,Sales Executive,Level 2,High,11 to 20,6 to 10,Advanced,1 to 5,Life Sciences,Male,Very Close,Yes,Balanced,"$4,001",1,14,3,1375,3,15,15,14,0,7,87,3,2,12313
53,fifteenth,Non-Travel,Research & Dev.,Manufacturing Director,Level 4,Low,0 to 5,0 to 5,Expert,10 to 15,Medical,Female,Very Close,Yes,Not Balanced,"$12,965",4,20,2,661,4,27,3,2,0,2,60,2,4,22308
43,fourteenth,Travel Rarely,HR,Human Resources,Level 1,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$3,539",0,13,5,244,3,10,9,7,1,8,97,3,1,5033
34,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$6,029",5,12,3,511,3,6,2,2,2,2,32,1,2,25353
21,twenteth,Travel Rarely,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Marketing,Male,Very Close,No,Balanced,"$2,679",1,13,3,337,3,1,1,0,1,0,31,3,1,4567
38,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Other,Female,Very Close,No,Balanced,"$3,702",1,11,3,1153,3,5,5,4,0,4,40,2,1,16376
22,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Medical,Female,Very Close,Yes,Balanced,"$2,398",1,17,6,1294,3,1,1,0,0,0,79,3,1,15999
31,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Low,11 to 20,6 to 10,Advanced,5 to 10,Marketing,Female,Far,No,Balanced,"$5,468",1,14,3,196,3,13,12,7,5,7,91,2,2,13402
51,fifteenth,Travel Rarely,Research & Dev.,Manager,Level 3,Low,0 to 5,0 to 5,Advanced,10 to 15,Technical Degree,Female,Very Close,No,Balanced,"$13,116",2,11,2,942,3,15,2,2,2,2,53,3,3,22984
37,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Marketing,Male,Very Close,No,Balanced,"$4,189",1,14,2,589,3,5,5,2,0,3,46,2,2,8800
46,fourteenth,Travel Rarely,Research & Dev.,Research Director,Level 5,Miduem,0 to 5,0 to 5,Expert,15 to 20,Medical,Male,Very Close,Yes,Balanced,"$19,328",7,17,3,734,3,24,2,1,2,2,46,3,5,14218
36,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 3,High,11 to 20,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,Yes,Balanced,"$8,321",7,13,1,1383,3,15,12,8,5,7,90,3,3,25949
44,fourteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,Yes,Not Balanced,"$2,342",1,12,2,429,3,6,5,3,2,3,99,3,1,11092
37,thirteenth,Travel Rarely,HR,Human Resources,Level 2,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Other,Male,Very Close,No,Not Balanced,"$4,071",2,13,4,1239,3,19,10,0,4,7,89,3,2,12832
35,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Far,Yes,Balanced,"$5,813",1,18,2,303,3,10,10,7,7,7,84,3,2,13492
33,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$3,143",6,19,1,867,3,14,10,8,7,6,90,4,1,6076
28,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,044",1,11,6,1181,3,5,5,3,0,3,82,3,1,5531
39,thirteenth,Travel Rarely,Research & Dev.,Research Director,Level 3,Miduem,0 to 5,0 to 5,Experienced,10 to 15,Medical,Male,Very Close,No,Balanced,"$13,464",7,21,3,1253,4,9,4,3,2,2,65,3,3,7914
46,fourteenth,Non-Travel,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Male,Far,No,Balanced,"$7,991",8,15,3,849,3,6,2,2,2,2,98,2,2,25166
40,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Very Close,No,Not Balanced,"$3,377",4,17,5,616,3,7,4,3,0,2,99,3,1,25605
42,fourteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Medical,Male,Close,No,Not Balanced,"$5,538",5,18,2,1128,3,10,0,0,0,0,95,4,2,5696
35,thirteenth,Non-Travel,Research & Dev.,Manufacturing Director,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Medical,Male,Very Close,No,Balanced,"$5,762",2,14,6,1180,3,15,7,7,1,7,90,3,2,24442
38,thirteenth,Non-Travel,HR,Human Resources,Level 1,Low,11 to 20,6 to 10,Advanced,1 to 5,Human Resources,Male,Very Close,No,Balanced,"$2,592",5,13,3,1336,3,13,11,10,3,8,100,3,1,7129
34,thirteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 2,High,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Not Balanced,"$5,346",4,17,3,234,3,11,7,1,0,7,93,3,2,6208
37,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,High,6 to 10,6 to 10,Advanced,1 to 5,Medical,Male,Very Close,No,Not Balanced,"$4,213",1,15,4,370,3,10,10,3,0,8,58,3,2,4992
39,thirteenth,Travel Frequently,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Far,No,Balanced,"$4,127",2,18,6,766,3,7,2,1,2,2,83,3,2,19188
43,fourteenth,Non-Travel,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$2,438",4,13,2,343,3,7,3,2,1,2,52,3,1,24978
41,fourteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Not Balanced,"$6,870",3,12,3,447,3,11,3,2,1,2,85,4,2,15530
41,fourteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,21 to 30,0 to 5,Expert,10 to 15,Marketing,Female,Very Close,Yes,Balanced,"$10,447",0,13,3,796,3,23,22,14,13,5,81,3,3,26458
30,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,Low,6 to 10,0 to 5,Experienced,5 to 10,Medical,Female,Very Close,No,Balanced,"$9,667",9,14,3,1092,3,9,7,7,0,2,64,3,3,2739
26,twenteth,Travel Rarely,HR,Human Resources,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Female,Far,Yes,Balanced,"$2,148",0,11,3,920,3,6,5,1,1,4,69,3,1,6889
46,fourteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,High,6 to 10,6 to 10,Advanced,5 to 10,Medical,Female,Far,No,Balanced,"$8,926",4,22,2,261,4,13,9,7,3,7,66,3,2,10842
40,fourteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$6,513",4,17,3,1194,3,12,5,3,0,3,52,3,2,9060
34,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Technical Degree,Male,Very Close,No,Balanced,"$6,799",1,21,5,810,4,10,10,8,4,8,92,4,2,22128
58,fifteenth,Non-Travel,Sales,Manager,Level 4,Miduem,11 to 20,11 to 20,Expert,15 to 20,Medical,Male,Very Close,No,Not Balanced,"$16,291",4,22,0,350,4,37,16,9,14,14,52,3,4,22577
35,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Far,No,Balanced,"$2,705",0,16,2,185,3,6,5,4,0,3,91,1,1,9696
47,fourteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,Miduem,21 to 30,6 to 10,Expert,10 to 15,Life Sciences,Female,Very Close,Yes,Balanced,"$10,333",8,12,4,1001,3,28,22,11,14,10,92,2,3,19271
40,fourteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Female,Close,No,Balanced,"$4,448",2,12,3,750,3,15,7,4,7,7,47,3,2,10748
54,fifteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 2,High,6 to 10,6 to 10,Advanced,5 to 10,Medical,Female,Very Close,No,Not Balanced,"$6,854",4,15,2,431,3,14,7,1,1,7,68,3,2,15696
31,thirteenth,Travel Frequently,Sales,Sales Executive,Level 3,Low,0 to 5,0 to 5,Experienced,5 to 10,Marketing,Female,Very Close,No,Balanced,"$9,637",2,14,3,1125,3,9,3,2,2,2,68,3,3,8277
28,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Medical,Female,Very Close,No,Balanced,"$3,591",1,25,3,1217,4,3,3,2,1,2,67,3,1,12719
38,thirteenth,Travel Rarely,Sales,Sales Representative,Level 2,Miduem,0 to 5,0 to 5,Expert,5 to 10,Marketing,Female,Very Close,Yes,Not Balanced,"$5,405",2,20,4,723,4,20,4,2,0,3,77,1,2,4244
26,twenteth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$4,684",1,13,4,572,3,5,5,3,1,2,46,3,2,9125
58,fifteenth,Travel Frequently,Research & Dev.,Research Director,Level 4,Low,0 to 5,0 to 5,Expert,15 to 20,Life Sciences,Male,Close,Yes,Balanced,"$15,787",2,14,3,1216,3,23,2,2,2,2,87,3,4,21624
18,twenteth,Non-Travel,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Medical,Female,Close,No,Not Balanced,"$1,514",1,16,4,1431,3,0,0,0,0,0,33,3,1,8018
31,thirteenth,Travel Rarely,HR,Human Resources,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Human Resources,Male,Close,No,Balanced,"$2,956",0,17,4,359,3,2,1,0,0,0,89,4,1,21495
29,twenteth,Travel Rarely,HR,Human Resources,Level 1,Low,0 to 5,0 to 5,Intermediate,1 to 5,Human Resources,Male,Close,Yes,Balanced,"$2,335",4,15,3,350,3,4,2,2,2,0,56,2,1,3157
45,fourteenth,Non-Travel,Sales,Sales Executive,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$5,154",4,22,3,589,4,10,8,7,5,7,67,3,2,19665
36,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 2,High,0 to 5,0 to 5,Advanced,5 to 10,Other,Female,Very Close,Yes,Balanced,"$6,962",4,22,2,430,4,15,1,0,0,0,73,3,2,19573
43,fourteenth,Travel Frequently,Sales,Sales Executive,Level 2,Low,6 to 10,6 to 10,Experienced,5 to 10,Life Sciences,Male,Very Close,No,Balanced,"$5,675",1,20,5,1422,4,7,7,7,7,7,92,3,2,19246
27,twenteth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Very Close,Yes,Not Balanced,"$2,379",0,14,3,1297,3,6,5,4,0,2,53,3,1,19826
29,twenteth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,High,11 to 20,6 to 10,Advanced,1 to 5,Medical,Male,Far,No,Balanced,"$3,812",1,13,3,574,3,11,11,8,3,10,40,3,1,7003
32,thirteenth,Travel Frequently,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Intermediate,1 to 5,Marketing,Male,Very Close,No,Balanced,"$4,648",8,13,2,1318,3,4,0,0,0,0,79,3,2,26075
42,fourteenth,Non-Travel,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,0 to 5,Advanced,1 to 5,Technical Degree,Male,Very Close,No,Not Balanced,"$2,936",3,22,1,355,4,10,6,3,3,3,38,3,1,6161
47,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$2,105",4,12,2,207,3,7,2,2,2,0,64,3,1,5411
46,fourteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,High,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Not Balanced,"$8,578",3,14,4,706,3,12,9,8,4,7,82,3,3,19989
28,twenteth,Non-Travel,HR,Human Resources,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,706",1,15,2,280,3,3,3,2,2,2,43,3,1,10494
29,twenteth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,High,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Far,No,Balanced,"$6,384",8,17,3,726,3,11,7,0,1,6,93,1,2,21143
42,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$3,968",4,13,3,1142,3,8,0,0,0,0,81,3,1,13624
32,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Marketing,Male,Very Close,Yes,Not Balanced,"$9,907",7,12,3,414,3,7,2,2,2,2,82,2,2,26186
46,fourteenth,Travel Rarely,Sales,Sales Executive,Level 4,Low,11 to 20,6 to 10,Expert,10 to 15,Technical Degree,Female,Very Close,No,Balanced,"$13,225",2,12,5,1319,3,25,19,17,2,8,45,4,4,7739
27,twenteth,Travel Rarely,Sales,Sales Representative,Level 2,Miduem,6 to 10,6 to 10,Experienced,1 to 5,Medical,Female,Far,No,Balanced,"$3,540",1,21,5,728,4,9,9,8,5,8,36,2,2,7018
29,twenteth,Travel Rarely,HR,Human Resources,Level 1,High,0 to 5,0 to 5,Entry,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,804",1,11,3,352,3,1,1,0,0,0,87,2,1,15434
43,fourteenth,Travel Rarely,Research & Dev.,Manager,Level 5,Low,11 to 20,11 to 20,Expert,15 to 20,Medical,Female,Very Close,No,Balanced,"$19,392",7,13,2,823,3,21,16,12,6,14,81,2,5,22539
48,fourteenth,Travel Rarely,Research & Dev.,Research Director,Level 5,High,21 to 30,6 to 10,Expert,15 to 20,Life Sciences,Male,Very Close,No,Balanced,"$19,665",4,12,3,1224,3,29,22,10,12,9,91,2,5,13583
